imdb_id,actor,director,crew_id,name,born_year,death_year,profession,known_for
tt0231853,Baby Devika,nm0436202,nm0436202,Kalpataru,1937,\N,director|writer,tt0231453|tt0232132|tt0232573|tt0231901
tt0231853,Jeevan Kala,nm0436202,nm0436202,Kalpataru,1937,\N,director|writer,tt0231453|tt0232132|tt0232573|tt0231901
tt0057162,Shashi Kapoor,nm0412465,nm0412465,James Ivory,1928,\N,director|writer|producer,tt5726616|tt0091867|tt0104454|tt0107943
tt0057162,Leela Naidu,nm0412465,nm0412465,James Ivory,1928,\N,director|writer|producer,tt5726616|tt0091867|tt0104454|tt0107943
tt0057162,Durga Khote,nm0412465,nm0412465,James Ivory,1928,\N,director|writer|producer,tt5726616|tt0091867|tt0104454|tt0107943
tt0057162,Achala Sachdev,nm0412465,nm0412465,James Ivory,1928,\N,director|writer|producer,tt5726616|tt0091867|tt0104454|tt0107943
tt0057162,Harindranath Chattopadhyay,nm0412465,nm0412465,James Ivory,1928,\N,director|writer|producer,tt5726616|tt0091867|tt0104454|tt0107943
tt0057162,Pahadi Sanyal,nm0412465,nm0412465,James Ivory,1928,\N,director|writer|producer,tt5726616|tt0091867|tt0104454|tt0107943
tt0057162,Romesh Thapar,nm0412465,nm0412465,James Ivory,1928,\N,director|writer|producer,tt5726616|tt0091867|tt0104454|tt0107943
tt0057162,Walter Woolf King,nm0412465,nm0412465,James Ivory,1928,\N,director|writer|producer,tt5726616|tt0091867|tt0104454|tt0107943
tt0057162,Patsy Dance,nm0412465,nm0412465,James Ivory,1928,\N,director|writer|producer,tt5726616|tt0091867|tt0104454|tt0107943
tt0057162,Indu Lele,nm0412465,nm0412465,James Ivory,1928,\N,director|writer|producer,tt5726616|tt0091867|tt0104454|tt0107943
tt0057162,Prayag Raj,nm0412465,nm0412465,James Ivory,1928,\N,director|writer|producer,tt5726616|tt0091867|tt0104454|tt0107943
tt0057162,Pinchoo Kapoor,nm0412465,nm0412465,James Ivory,1928,\N,director|writer|producer,tt5726616|tt0091867|tt0104454|tt0107943
tt0057162,Praveen Paul,nm0412465,nm0412465,James Ivory,1928,\N,director|writer|producer,tt5726616|tt0091867|tt0104454|tt0107943
tt0057162,Usha Amin,nm0412465,nm0412465,James Ivory,1928,\N,director|writer|producer,tt5726616|tt0091867|tt0104454|tt0107943
tt0133188,Prithviraj Kapoor,nm0065991,nm0065991,Vishram Bedekar,1906,1998,director|writer|producer,tt0362070|tt0156128|tt0037209|tt0133188
tt0133188,Suraiya,nm0065991,nm0065991,Vishram Bedekar,1906,1998,director|writer|producer,tt0362070|tt0156128|tt0037209|tt0133188
tt0133188,Prem Nath,nm0065991,nm0065991,Vishram Bedekar,1906,1998,director|writer|producer,tt0362070|tt0156128|tt0037209|tt0133188
tt0133188,Mumtaz,nm0065991,nm0065991,Vishram Bedekar,1906,1998,director|writer|producer,tt0362070|tt0156128|tt0037209|tt0133188
tt0133188,Sajjan,nm0065991,nm0065991,Vishram Bedekar,1906,1998,director|writer|producer,tt0362070|tt0156128|tt0037209|tt0133188
tt0133188,P. Kailash,nm0065991,nm0065991,Vishram Bedekar,1906,1998,director|writer|producer,tt0362070|tt0156128|tt0037209|tt0133188
tt0133188,Hiralal,nm0065991,nm0065991,Vishram Bedekar,1906,1998,director|writer|producer,tt0362070|tt0156128|tt0037209|tt0133188
tt0133188,Azaad Irani,nm0065991,nm0065991,Vishram Bedekar,1906,1998,director|writer|producer,tt0362070|tt0156128|tt0037209|tt0133188
tt0133188,Shah Agha,nm0065991,nm0065991,Vishram Bedekar,1906,1998,director|writer|producer,tt0362070|tt0156128|tt0037209|tt0133188
tt0133188,S. Nazir,nm0065991,nm0065991,Vishram Bedekar,1906,1998,director|writer|producer,tt0362070|tt0156128|tt0037209|tt0133188
tt0133188,Murad,nm0065991,nm0065991,Vishram Bedekar,1906,1998,director|writer|producer,tt0362070|tt0156128|tt0037209|tt0133188
tt0133188,Badri Prasad,nm0065991,nm0065991,Vishram Bedekar,1906,1998,director|writer|producer,tt0362070|tt0156128|tt0037209|tt0133188
tt0133188,Lillian,nm0065991,nm0065991,Vishram Bedekar,1906,1998,director|writer|producer,tt0362070|tt0156128|tt0037209|tt0133188
tt0133188,Vinita Nair,nm0065991,nm0065991,Vishram Bedekar,1906,1998,director|writer|producer,tt0362070|tt0156128|tt0037209|tt0133188
tt0158314,Ashok Kumar,nm0109279,nm0109279,Brij,1933,1990,director|producer|miscellaneous,tt0158331|tt0158375|tt0158314|tt0061206
tt0158314,Pradeep Kumar,nm0109279,nm0109279,Brij,1933,1990,director|producer|miscellaneous,tt0158331|tt0158375|tt0158314|tt0061206
tt0158314,Shakila,nm0109279,nm0109279,Brij,1933,1990,director|producer|miscellaneous,tt0158331|tt0158375|tt0158314|tt0061206
